Junction,Vehicles,Hour,Day-of-Week,Year,Month,Day
3,21,10,0,2017,3,20
3,25,11,0,2017,3,20
3,32,12,0,2017,3,20
3,30,13,0,2017,3,20
3,33,14,0,2017,3,20
3,30,15,0,2017,3,20
3,27,16,0,2017,3,20
3,25,17,0,2017,3,20
3,23,18,0,2017,3,20
3,23,19,0,2017,3,20
3,22,20,0,2017,3,20
3,23,21,0,2017,3,20
3,17,22,0,2017,3,20
3,18,23,0,2017,3,20
3,14,0,1,2017,3,21
3,10,1,1,2017,3,21
3,8,2,1,2017,3,21
3,10,3,1,2017,3,21
3,6,4,1,2017,3,21
3,9,5,1,2017,3,21
3,6,6,1,2017,3,21
3,8,7,1,2017,3,21
3,13,8,1,2017,3,21
3,14,9,1,2017,3,21
3,19,10,1,2017,3,21
3,22,11,1,2017,3,21
3,25,12,1,2017,3,21
3,19,13,1,2017,3,21
3,29,14,1,2017,3,21
3,29,15,1,2017,3,21
3,28,16,1,2017,3,21
3,25,17,1,2017,3,21
3,22,18,1,2017,3,21
3,25,19,1,2017,3,21
3,34,20,1,2017,3,21
3,30,21,1,2017,3,21
3,34,22,1,2017,3,21
3,24,23,1,2017,3,21
3,22,0,2,2017,3,22
3,11,1,2,2017,3,22
3,12,2,2,2017,3,22
3,11,3,2,2017,3,22
3,9,4,2,2017,3,22
3,9,5,2,2017,3,22
3,11,6,2,2017,3,22
3,13,7,2,2017,3,22
3,14,8,2,2017,3,22
3,17,9,2,2017,3,22
3,20,10,2,2017,3,22
3,33,11,2,2017,3,22
3,30,12,2,2017,3,22
3,19,13,2,2017,3,22
3,22,14,2,2017,3,22
3,23,15,2,2017,3,22
3,24,16,2,2017,3,22
3,18,17,2,2017,3,22
3,20,18,2,2017,3,22
3,22,19,2,2017,3,22
3,30,20,2,2017,3,22
3,23,21,2,2017,3,22
3,21,22,2,2017,3,22
3,17,23,2,2017,3,22
3,16,0,3,2017,3,23
3,12,1,3,2017,3,23
3,12,2,3,2017,3,23
3,11,3,3,2017,3,23
3,7,4,3,2017,3,23
3,8,5,3,2017,3,23
3,5,6,3,2017,3,23
3,7,7,3,2017,3,23
3,13,8,3,2017,3,23
3,14,9,3,2017,3,23
3,18,10,3,2017,3,23
3,21,11,3,2017,3,23
3,18,12,3,2017,3,23
3,20,13,3,2017,3,23
3,19,14,3,2017,3,23
3,23,15,3,2017,3,23
3,22,16,3,2017,3,23
3,23,17,3,2017,3,23
3,23,18,3,2017,3,23
3,21,19,3,2017,3,23
3,21,20,3,2017,3,23
3,21,21,3,2017,3,23
3,18,22,3,2017,3,23
3,18,23,3,2017,3,23
3,18,0,4,2017,3,24
3,14,1,4,2017,3,24
3,10,2,4,2017,3,24
3,8,3,4,2017,3,24
3,8,4,4,2017,3,24
3,8,5,4,2017,3,24
3,5,6,4,2017,3,24
3,8,7,4,2017,3,24
3,11,8,4,2017,3,24
3,13,9,4,2017,3,24
3,20,10,4,2017,3,24
3,17,11,4,2017,3,24
3,22,12,4,2017,3,24
3,19,13,4,2017,3,24
3,23,14,4,2017,3,24
3,23,15,4,2017,3,24
3,21,16,4,2017,3,24
3,20,17,4,2017,3,24
3,18,18,4,2017,3,24
3,22,19,4,2017,3,24
3,16,20,4,2017,3,24
3,20,21,4,2017,3,24
3,19,22,4,2017,3,24
3,17,23,4,2017,3,24
3,14,0,5,2017,3,25
3,10,1,5,2017,3,25
3,9,2,5,2017,3,25
3,9,3,5,2017,3,25
3,5,4,5,2017,3,25
3,5,5,5,2017,3,25
3,6,6,5,2017,3,25
3,7,7,5,2017,3,25
3,9,8,5,2017,3,25
3,11,9,5,2017,3,25
3,13,10,5,2017,3,25
3,17,11,5,2017,3,25
3,19,12,5,2017,3,25
3,20,13,5,2017,3,25
3,11,14,5,2017,3,25
3,12,15,5,2017,3,25
3,13,16,5,2017,3,25
3,10,17,5,2017,3,25
3,22,18,5,2017,3,25
3,70,19,5,2017,3,25
3,41,20,5,2017,3,25
3,37,21,5,2017,3,25
3,31,22,5,2017,3,25
3,29,23,5,2017,3,25
3,19,0,6,2017,3,26
3,15,1,6,2017,3,26
3,14,2,6,2017,3,26
3,8,3,6,2017,3,26
3,7,4,6,2017,3,26
3,7,5,6,2017,3,26
3,10,6,6,2017,3,26
3,11,7,6,2017,3,26
3,16,8,6,2017,3,26
3,15,9,6,2017,3,26
3,20,10,6,2017,3,26
3,17,11,6,2017,3,26
3,17,12,6,2017,3,26
3,16,13,6,2017,3,26
3,15,14,6,2017,3,26
3,17,15,6,2017,3,26
3,18,16,6,2017,3,26
3,22,17,6,2017,3,26
3,13,18,6,2017,3,26
3,14,19,6,2017,3,26
3,16,20,6,2017,3,26
3,15,21,6,2017,3,26
3,20,22,6,2017,3,26
3,18,23,6,2017,3,26
3,14,0,0,2017,3,27
3,9,1,0,2017,3,27
3,9,2,0,2017,3,27
3,7,3,0,2017,3,27
3,8,4,0,2017,3,27
3,7,5,0,2017,3,27
3,7,6,0,2017,3,27
3,13,7,0,2017,3,27
3,14,8,0,2017,3,27
3,16,9,0,2017,3,27
3,24,10,0,2017,3,27
3,25,11,0,2017,3,27
3,23,12,0,2017,3,27
3,26,13,0,2017,3,27
3,26,14,0,2017,3,27
3,30,15,0,2017,3,27
3,25,16,0,2017,3,27
3,26,17,0,2017,3,27
3,22,18,0,2017,3,27
3,25,19,0,2017,3,27
3,21,20,0,2017,3,27
3,22,21,0,2017,3,27
3,24,22,0,2017,3,27
3,18,23,0,2017,3,27
3,21,0,1,2017,3,28
3,12,1,1,2017,3,28
3,13,2,1,2017,3,28
3,10,3,1,2017,3,28
3,7,4,1,2017,3,28
3,5,5,1,2017,3,28
3,10,6,1,2017,3,28
3,11,7,1,2017,3,28
3,14,8,1,2017,3,28
3,14,9,1,2017,3,28
3,15,10,1,2017,3,28
3,26,11,1,2017,3,28
3,28,12,1,2017,3,28
3,27,13,1,2017,3,28
3,26,14,1,2017,3,28
3,22,15,1,2017,3,28
3,24,16,1,2017,3,28
3,23,17,1,2017,3,28
3,28,18,1,2017,3,28
3,21,19,1,2017,3,28
3,24,20,1,2017,3,28
3,22,21,1,2017,3,28
3,23,22,1,2017,3,28
3,24,23,1,2017,3,28
3,22,0,2,2017,3,29
3,13,1,2,2017,3,29
3,10,2,2,2017,3,29
3,11,3,2,2017,3,29
3,8,4,2,2017,3,29
3,10,5,2,2017,3,29
3,9,6,2,2017,3,29
3,11,7,2,2017,3,29
3,13,8,2,2017,3,29
3,16,9,2,2017,3,29
3,14,10,2,2017,3,29
3,22,11,2,2017,3,29
3,24,12,2,2017,3,29
3,21,13,2,2017,3,29
3,19,14,2,2017,3,29
3,21,15,2,2017,3,29
3,21,16,2,2017,3,29
3,20,17,2,2017,3,29
3,23,18,2,2017,3,29
3,18,19,2,2017,3,29
3,19,20,2,2017,3,29
3,23,21,2,2017,3,29
3,25,22,2,2017,3,29
3,19,23,2,2017,3,29
3,15,0,3,2017,3,30
3,13,1,3,2017,3,30
3,9,2,3,2017,3,30
3,10,3,3,2017,3,30
3,9,4,3,2017,3,30
3,6,5,3,2017,3,30
3,7,6,3,2017,3,30
3,11,7,3,2017,3,30
3,18,8,3,2017,3,30
3,20,9,3,2017,3,30
3,23,10,3,2017,3,30
3,28,11,3,2017,3,30
3,24,12,3,2017,3,30
3,26,13,3,2017,3,30
3,30,14,3,2017,3,30
3,28,15,3,2017,3,30
3,31,16,3,2017,3,30
3,62,17,3,2017,3,30
3,68,18,3,2017,3,30
3,48,19,3,2017,3,30
3,49,20,3,2017,3,30
3,46,21,3,2017,3,30
3,39,22,3,2017,3,30
3,30,23,3,2017,3,30
3,25,0,4,2017,3,31
3,17,1,4,2017,3,31
3,13,2,4,2017,3,31
3,9,3,4,2017,3,31
3,5,4,4,2017,3,31
3,5,5,4,2017,3,31
3,13,6,4,2017,3,31
3,16,7,4,2017,3,31
3,18,8,4,2017,3,31
3,30,9,4,2017,3,31
3,38,10,4,2017,3,31
3,45,11,4,2017,3,31
3,43,12,4,2017,3,31
3,32,13,4,2017,3,31
3,32,14,4,2017,3,31
3,32,15,4,2017,3,31
3,24,16,4,2017,3,31
3,37,17,4,2017,3,31
3,33,18,4,2017,3,31
3,29,19,4,2017,3,31
3,29,20,4,2017,3,31
3,28,21,4,2017,3,31
3,30,22,4,2017,3,31
3,30,23,4,2017,3,31
3,23,0,5,2017,4,1
3,15,1,5,2017,4,1
3,16,2,5,2017,4,1
3,11,3,5,2017,4,1
3,10,4,5,2017,4,1
3,5,5,5,2017,4,1
3,6,6,5,2017,4,1
3,11,7,5,2017,4,1
3,14,8,5,2017,4,1
3,17,9,5,2017,4,1
3,25,10,5,2017,4,1
3,22,11,5,2017,4,1
3,20,12,5,2017,4,1
3,23,13,5,2017,4,1
3,28,14,5,2017,4,1
3,30,15,5,2017,4,1
3,24,16,5,2017,4,1
3,21,17,5,2017,4,1
3,23,18,5,2017,4,1
3,45,19,5,2017,4,1
3,67,20,5,2017,4,1
3,49,21,5,2017,4,1
3,42,22,5,2017,4,1
3,35,23,5,2017,4,1
3,24,0,6,2017,4,2
3,19,1,6,2017,4,2
3,17,2,6,2017,4,2
3,13,3,6,2017,4,2
3,10,4,6,2017,4,2
3,9,5,6,2017,4,2
3,13,6,6,2017,4,2
3,12,7,6,2017,4,2
3,13,8,6,2017,4,2
3,16,9,6,2017,4,2
3,26,10,6,2017,4,2
3,30,11,6,2017,4,2
3,24,12,6,2017,4,2
3,26,13,6,2017,4,2
3,27,14,6,2017,4,2
3,24,15,6,2017,4,2
3,26,16,6,2017,4,2
3,49,17,6,2017,4,2
3,96,18,6,2017,4,2
3,67,19,6,2017,4,2
3,61,20,6,2017,4,2
3,53,21,6,2017,4,2
3,56,22,6,2017,4,2
3,56,23,6,2017,4,2
3,63,0,0,2017,4,3
3,24,1,0,2017,4,3
3,16,2,0,2017,4,3
3,15,3,0,2017,4,3
3,7,4,0,2017,4,3
3,7,5,0,2017,4,3
3,13,6,0,2017,4,3
3,16,7,0,2017,4,3
3,17,8,0,2017,4,3
3,21,9,0,2017,4,3
3,36,10,0,2017,4,3
3,34,11,0,2017,4,3
3,45,12,0,2017,4,3
3,37,13,0,2017,4,3
3,38,14,0,2017,4,3
3,33,15,0,2017,4,3
3,31,16,0,2017,4,3
3,29,17,0,2017,4,3
3,36,18,0,2017,4,3
3,35,19,0,2017,4,3
3,29,20,0,2017,4,3
3,28,21,0,2017,4,3
3,26,22,0,2017,4,3
3,26,23,0,2017,4,3
3,23,0,1,2017,4,4
3,17,1,1,2017,4,4
3,15,2,1,2017,4,4
3,9,3,1,2017,4,4
3,6,4,1,2017,4,4
3,7,5,1,2017,4,4
3,10,6,1,2017,4,4
3,14,7,1,2017,4,4
3,13,8,1,2017,4,4
3,15,9,1,2017,4,4
3,16,10,1,2017,4,4
3,24,11,1,2017,4,4
3,27,12,1,2017,4,4
3,21,13,1,2017,4,4
3,27,14,1,2017,4,4
3,33,15,1,2017,4,4
3,24,16,1,2017,4,4
3,24,17,1,2017,4,4
3,23,18,1,2017,4,4
3,51,19,1,2017,4,4
3,37,20,1,2017,4,4
3,32,21,1,2017,4,4
3,28,22,1,2017,4,4
3,26,23,1,2017,4,4
3,20,0,2,2017,4,5
3,15,1,2,2017,4,5
3,13,2,2,2017,4,5
3,9,3,2,2017,4,5
3,8,4,2,2017,4,5
3,7,5,2,2017,4,5
3,8,6,2,2017,4,5
3,12,7,2,2017,4,5
3,17,8,2,2017,4,5
3,19,9,2,2017,4,5
3,24,10,2,2017,4,5
3,25,11,2,2017,4,5
3,23,12,2,2017,4,5
3,25,13,2,2017,4,5
3,33,14,2,2017,4,5
3,34,15,2,2017,4,5
3,30,16,2,2017,4,5
3,28,17,2,2017,4,5
3,28,18,2,2017,4,5
3,29,19,2,2017,4,5
3,27,20,2,2017,4,5
3,31,21,2,2017,4,5
3,36,22,2,2017,4,5
3,27,23,2,2017,4,5
3,15,0,3,2017,4,6
3,13,1,3,2017,4,6
3,12,2,3,2017,4,6
3,9,3,3,2017,4,6
3,10,4,3,2017,4,6
3,6,5,3,2017,4,6
3,10,6,3,2017,4,6
3,11,7,3,2017,4,6
3,13,8,3,2017,4,6
3,18,9,3,2017,4,6
3,20,10,3,2017,4,6
3,27,11,3,2017,4,6
3,21,12,3,2017,4,6
3,22,13,3,2017,4,6
3,22,14,3,2017,4,6
3,26,15,3,2017,4,6
3,25,16,3,2017,4,6
3,35,17,3,2017,4,6
3,26,18,3,2017,4,6
3,19,19,3,2017,4,6
3,24,20,3,2017,4,6
3,20,21,3,2017,4,6
3,19,22,3,2017,4,6
3,17,23,3,2017,4,6
3,23,0,4,2017,4,7
3,15,1,4,2017,4,7
3,11,2,4,2017,4,7
3,9,3,4,2017,4,7
3,6,4,4,2017,4,7
3,7,5,4,2017,4,7
3,9,6,4,2017,4,7
3,8,7,4,2017,4,7
3,10,8,4,2017,4,7
3,14,9,4,2017,4,7
3,22,10,4,2017,4,7
3,22,11,4,2017,4,7
3,22,12,4,2017,4,7
3,21,13,4,2017,4,7
3,25,14,4,2017,4,7
3,24,15,4,2017,4,7
3,20,16,4,2017,4,7
3,15,17,4,2017,4,7
3,19,18,4,2017,4,7
3,20,19,4,2017,4,7
3,14,20,4,2017,4,7
3,21,21,4,2017,4,7
3,18,22,4,2017,4,7
3,18,23,4,2017,4,7
3,14,0,5,2017,4,8
3,12,1,5,2017,4,8
3,12,2,5,2017,4,8
3,10,3,5,2017,4,8
3,8,4,5,2017,4,8
3,6,5,5,2017,4,8
3,8,6,5,2017,4,8
3,9,7,5,2017,4,8
3,8,8,5,2017,4,8
3,12,9,5,2017,4,8
3,17,10,5,2017,4,8
3,18,11,5,2017,4,8
3,34,12,5,2017,4,8
3,20,13,5,2017,4,8
3,26,14,5,2017,4,8
3,20,15,5,2017,4,8
3,19,16,5,2017,4,8
3,20,17,5,2017,4,8
3,31,18,5,2017,4,8
3,41,19,5,2017,4,8
3,64,20,5,2017,4,8
3,61,21,5,2017,4,8
3,46,22,5,2017,4,8
3,25,23,5,2017,4,8
3,20,0,6,2017,4,9
3,14,1,6,2017,4,9
3,8,2,6,2017,4,9
3,7,3,6,2017,4,9
3,7,4,6,2017,4,9
3,6,5,6,2017,4,9
3,10,6,6,2017,4,9
3,7,7,6,2017,4,9
3,9,8,6,2017,4,9
3,15,9,6,2017,4,9
3,19,10,6,2017,4,9
3,17,11,6,2017,4,9
3,20,12,6,2017,4,9
3,18,13,6,2017,4,9
3,17,14,6,2017,4,9
3,20,15,6,2017,4,9
3,12,16,6,2017,4,9
3,19,17,6,2017,4,9
3,18,18,6,2017,4,9
3,38,19,6,2017,4,9
3,64,20,6,2017,4,9
3,54,21,6,2017,4,9
3,30,22,6,2017,4,9
3,22,23,6,2017,4,9
3,17,0,0,2017,4,10
3,13,1,0,2017,4,10
3,11,2,0,2017,4,10
3,8,3,0,2017,4,10
3,8,4,0,2017,4,10
3,4,5,0,2017,4,10
3,8,6,0,2017,4,10
3,8,7,0,2017,4,10
3,16,8,0,2017,4,10
3,19,9,0,2017,4,10
3,22,10,0,2017,4,10
3,34,11,0,2017,4,10
3,30,12,0,2017,4,10
3,32,13,0,2017,4,10
3,31,14,0,2017,4,10
3,28,15,0,2017,4,10
3,25,16,0,2017,4,10
3,26,17,0,2017,4,10
3,24,18,0,2017,4,10
3,23,19,0,2017,4,10
3,41,20,0,2017,4,10
3,29,21,0,2017,4,10
3,31,22,0,2017,4,10
3,32,23,0,2017,4,10
3,20,0,1,2017,4,11
3,11,1,1,2017,4,11
3,12,2,1,2017,4,11
3,12,3,1,2017,4,11
3,6,4,1,2017,4,11
3,11,5,1,2017,4,11
3,6,6,1,2017,4,11
3,13,7,1,2017,4,11
3,10,8,1,2017,4,11
3,17,9,1,2017,4,11
3,20,10,1,2017,4,11
3,28,11,1,2017,4,11
3,27,12,1,2017,4,11
3,25,13,1,2017,4,11
3,28,14,1,2017,4,11
3,30,15,1,2017,4,11
3,22,16,1,2017,4,11
3,26,17,1,2017,4,11
3,24,18,1,2017,4,11
3,17,19,1,2017,4,11
3,26,20,1,2017,4,11
3,23,21,1,2017,4,11
3,23,22,1,2017,4,11
3,18,23,1,2017,4,11
3,17,0,2,2017,4,12
3,14,1,2,2017,4,12
3,12,2,2,2017,4,12
3,7,3,2,2017,4,12
3,7,4,2,2017,4,12
3,8,5,2,2017,4,12
3,5,6,2,2017,4,12
3,8,7,2,2017,4,12
3,13,8,2,2017,4,12
3,12,9,2,2017,4,12
3,21,10,2,2017,4,12
3,25,11,2,2017,4,12
3,29,12,2,2017,4,12
3,21,13,2,2017,4,12
3,30,14,2,2017,4,12
3,26,15,2,2017,4,12
3,24,16,2,2017,4,12
3,22,17,2,2017,4,12
3,22,18,2,2017,4,12
3,24,19,2,2017,4,12
3,21,20,2,2017,4,12
3,32,21,2,2017,4,12
3,26,22,2,2017,4,12
3,17,23,2,2017,4,12
3,14,0,3,2017,4,13
3,13,1,3,2017,4,13
3,9,2,3,2017,4,13
3,8,3,3,2017,4,13
3,6,4,3,2017,4,13
3,7,5,3,2017,4,13
3,6,6,3,2017,4,13
3,13,7,3,2017,4,13
3,8,8,3,2017,4,13
3,10,9,3,2017,4,13
3,15,10,3,2017,4,13
3,21,11,3,2017,4,13
3,26,12,3,2017,4,13
3,17,13,3,2017,4,13
3,26,14,3,2017,4,13
3,23,15,3,2017,4,13
3,20,16,3,2017,4,13
3,22,17,3,2017,4,13
3,19,18,3,2017,4,13
3,19,19,3,2017,4,13
3,24,20,3,2017,4,13
3,32,21,3,2017,4,13
3,24,22,3,2017,4,13
3,20,23,3,2017,4,13
3,16,0,4,2017,4,14
3,13,1,4,2017,4,14
3,10,2,4,2017,4,14
3,8,3,4,2017,4,14
3,4,4,4,2017,4,14
3,6,5,4,2017,4,14
3,8,6,4,2017,4,14
3,8,7,4,2017,4,14
3,9,8,4,2017,4,14
3,14,9,4,2017,4,14
3,18,10,4,2017,4,14
3,20,11,4,2017,4,14
3,18,12,4,2017,4,14
3,19,13,4,2017,4,14
3,21,14,4,2017,4,14
3,16,15,4,2017,4,14
3,23,16,4,2017,4,14
3,24,17,4,2017,4,14
3,18,18,4,2017,4,14
3,16,19,4,2017,4,14
3,19,20,4,2017,4,14
3,17,21,4,2017,4,14
3,18,22,4,2017,4,14
3,15,23,4,2017,4,14
3,18,0,5,2017,4,15
3,12,1,5,2017,4,15
3,10,2,5,2017,4,15
3,5,3,5,2017,4,15
3,5,4,5,2017,4,15
3,5,5,5,2017,4,15
3,9,6,5,2017,4,15
3,7,7,5,2017,4,15
3,11,8,5,2017,4,15
3,11,9,5,2017,4,15
3,12,10,5,2017,4,15
3,11,11,5,2017,4,15
3,15,12,5,2017,4,15
3,14,13,5,2017,4,15
3,22,14,5,2017,4,15
3,19,15,5,2017,4,15
3,21,16,5,2017,4,15
3,15,17,5,2017,4,15
3,21,18,5,2017,4,15
3,44,19,5,2017,4,15
3,65,20,5,2017,4,15
3,49,21,5,2017,4,15
3,26,22,5,2017,4,15
3,23,23,5,2017,4,15
3,21,0,6,2017,4,16
3,13,1,6,2017,4,16
3,9,2,6,2017,4,16
3,6,3,6,2017,4,16
3,9,4,6,2017,4,16
3,5,5,6,2017,4,16
3,5,6,6,2017,4,16
3,8,7,6,2017,4,16
3,12,8,6,2017,4,16
3,11,9,6,2017,4,16
3,12,10,6,2017,4,16
3,21,11,6,2017,4,16
3,17,12,6,2017,4,16
3,16,13,6,2017,4,16
3,18,14,6,2017,4,16
3,17,15,6,2017,4,16
3,15,16,6,2017,4,16
3,20,17,6,2017,4,16
3,23,18,6,2017,4,16
3,22,19,6,2017,4,16
3,54,20,6,2017,4,16
3,61,21,6,2017,4,16
3,43,22,6,2017,4,16
3,30,23,6,2017,4,16
3,20,0,0,2017,4,17
3,12,1,0,2017,4,17
3,7,2,0,2017,4,17
3,9,3,0,2017,4,17
3,9,4,0,2017,4,17
3,8,5,0,2017,4,17
3,10,6,0,2017,4,17
3,12,7,0,2017,4,17
3,15,8,0,2017,4,17
3,17,9,0,2017,4,17
3,30,10,0,2017,4,17
3,31,11,0,2017,4,17
3,30,12,0,2017,4,17
3,27,13,0,2017,4,17
3,33,14,0,2017,4,17
3,25,15,0,2017,4,17
3,28,16,0,2017,4,17
3,27,17,0,2017,4,17
3,28,18,0,2017,4,17
3,41,19,0,2017,4,17
3,48,20,0,2017,4,17
3,41,21,0,2017,4,17
3,30,22,0,2017,4,17
3,28,23,0,2017,4,17
3,21,0,1,2017,4,18
3,14,1,1,2017,4,18
3,13,2,1,2017,4,18
3,7,3,1,2017,4,18
3,9,4,1,2017,4,18
3,12,5,1,2017,4,18
3,9,6,1,2017,4,18
3,10,7,1,2017,4,18
3,16,8,1,2017,4,18
3,18,9,1,2017,4,18
3,24,10,1,2017,4,18
3,32,11,1,2017,4,18
3,25,12,1,2017,4,18
3,25,13,1,2017,4,18
3,24,14,1,2017,4,18
3,25,15,1,2017,4,18
3,23,16,1,2017,4,18
3,30,17,1,2017,4,18
3,29,18,1,2017,4,18
3,32,19,1,2017,4,18
3,36,20,1,2017,4,18
3,36,21,1,2017,4,18
3,24,22,1,2017,4,18
3,19,23,1,2017,4,18
3,18,0,2,2017,4,19
3,15,1,2,2017,4,19
3,12,2,2,2017,4,19
3,7,3,2,2017,4,19
3,6,4,2,2017,4,19
3,10,5,2,2017,4,19
3,9,6,2,2017,4,19
3,10,7,2,2017,4,19
3,14,8,2,2017,4,19
3,19,9,2,2017,4,19
3,21,10,2,2017,4,19
3,28,11,2,2017,4,19
3,28,12,2,2017,4,19
3,31,13,2,2017,4,19
3,36,14,2,2017,4,19
3,34,15,2,2017,4,19
3,33,16,2,2017,4,19
3,44,17,2,2017,4,19
3,67,18,2,2017,4,19
3,52,19,2,2017,4,19
3,54,20,2,2017,4,19
3,69,21,2,2017,4,19
3,52,22,2,2017,4,19
3,52,23,2,2017,4,19
3,77,0,3,2017,4,20
3,31,1,3,2017,4,20
3,17,2,3,2017,4,20
3,15,3,3,2017,4,20
3,12,4,3,2017,4,20
3,15,5,3,2017,4,20
3,17,6,3,2017,4,20
3,24,7,3,2017,4,20
3,31,8,3,2017,4,20
3,33,9,3,2017,4,20
3,49,10,3,2017,4,20
3,53,11,3,2017,4,20
3,54,12,3,2017,4,20
3,36,13,3,2017,4,20
3,41,14,3,2017,4,20
3,43,15,3,2017,4,20
3,33,16,3,2017,4,20
3,39,17,3,2017,4,20
3,35,18,3,2017,4,20
3,39,19,3,2017,4,20
3,39,20,3,2017,4,20
3,45,21,3,2017,4,20
3,32,22,3,2017,4,20
3,28,23,3,2017,4,20
3,31,0,4,2017,4,21
3,16,1,4,2017,4,21
3,14,2,4,2017,4,21
3,11,3,4,2017,4,21
3,8,4,4,2017,4,21
3,12,5,4,2017,4,21
3,12,6,4,2017,4,21
3,12,7,4,2017,4,21
3,15,8,4,2017,4,21
3,22,9,4,2017,4,21
3,26,10,4,2017,4,21
3,35,11,4,2017,4,21
3,50,12,4,2017,4,21
3,32,13,4,2017,4,21
3,35,14,4,2017,4,21
3,35,15,4,2017,4,21
3,41,16,4,2017,4,21
3,32,17,4,2017,4,21
3,32,18,4,2017,4,21
3,39,19,4,2017,4,21
3,34,20,4,2017,4,21
3,32,21,4,2017,4,21
3,31,22,4,2017,4,21
3,28,23,4,2017,4,21
3,26,0,5,2017,4,22
3,17,1,5,2017,4,22
3,15,2,5,2017,4,22
3,12,3,5,2017,4,22
3,9,4,5,2017,4,22
3,10,5,5,2017,4,22
3,9,6,5,2017,4,22
3,12,7,5,2017,4,22
3,18,8,5,2017,4,22
3,18,9,5,2017,4,22
3,22,10,5,2017,4,22
3,22,11,5,2017,4,22
3,25,12,5,2017,4,22
3,27,13,5,2017,4,22
3,20,14,5,2017,4,22
3,20,15,5,2017,4,22
3,27,16,5,2017,4,22
3,29,17,5,2017,4,22
3,23,18,5,2017,4,22
3,26,19,5,2017,4,22
3,28,20,5,2017,4,22
3,24,21,5,2017,4,22
3,27,22,5,2017,4,22
3,24,23,5,2017,4,22
3,25,0,6,2017,4,23
3,16,1,6,2017,4,23
3,12,2,6,2017,4,23
3,9,3,6,2017,4,23
3,10,4,6,2017,4,23
3,7,5,6,2017,4,23
3,9,6,6,2017,4,23
3,10,7,6,2017,4,23
3,12,8,6,2017,4,23
3,17,9,6,2017,4,23
3,18,10,6,2017,4,23
3,22,11,6,2017,4,23
3,26,12,6,2017,4,23
3,23,13,6,2017,4,23
3,22,14,6,2017,4,23
3,23,15,6,2017,4,23
3,25,16,6,2017,4,23
3,24,17,6,2017,4,23
3,23,18,6,2017,4,23
3,22,19,6,2017,4,23
3,28,20,6,2017,4,23
3,35,21,6,2017,4,23
3,31,22,6,2017,4,23
3,28,23,6,2017,4,23
3,32,0,0,2017,4,24
3,11,1,0,2017,4,24
3,8,2,0,2017,4,24
3,8,3,0,2017,4,24
3,9,4,0,2017,4,24
3,6,5,0,2017,4,24
3,13,6,0,2017,4,24
3,15,7,0,2017,4,24
3,15,8,0,2017,4,24
3,22,9,0,2017,4,24
3,26,10,0,2017,4,24
3,27,11,0,2017,4,24
3,30,12,0,2017,4,24
3,19,13,0,2017,4,24
3,24,14,0,2017,4,24
3,23,15,0,2017,4,24
3,24,16,0,2017,4,24
3,28,17,0,2017,4,24
3,31,18,0,2017,4,24
3,29,19,0,2017,4,24
3,38,20,0,2017,4,24
3,40,21,0,2017,4,24
3,34,22,0,2017,4,24
3,20,23,0,2017,4,24
3,24,0,1,2017,4,25
3,18,1,1,2017,4,25
3,12,2,1,2017,4,25
3,10,3,1,2017,4,25
3,11,4,1,2017,4,25
3,9,5,1,2017,4,25
3,11,6,1,2017,4,25
3,9,7,1,2017,4,25
3,16,8,1,2017,4,25
3,18,9,1,2017,4,25
3,25,10,1,2017,4,25
3,25,11,1,2017,4,25
3,33,12,1,2017,4,25
3,33,13,1,2017,4,25
3,27,14,1,2017,4,25
3,29,15,1,2017,4,25
3,27,16,1,2017,4,25
3,22,17,1,2017,4,25
3,29,18,1,2017,4,25
3,30,19,1,2017,4,25
3,54,20,1,2017,4,25
3,32,21,1,2017,4,25
3,26,22,1,2017,4,25
3,21,23,1,2017,4,25
3,19,0,2,2017,4,26
3,13,1,2,2017,4,26
3,7,2,2,2017,4,26
3,9,3,2,2017,4,26
3,11,4,2,2017,4,26
3,8,5,2,2017,4,26
3,5,6,2,2017,4,26
3,9,7,2,2017,4,26
3,12,8,2,2017,4,26
3,16,9,2,2017,4,26
3,26,10,2,2017,4,26
3,20,11,2,2017,4,26
3,24,12,2,2017,4,26
3,21,13,2,2017,4,26
3,32,14,2,2017,4,26
3,26,15,2,2017,4,26
3,22,16,2,2017,4,26
3,25,17,2,2017,4,26
3,23,18,2,2017,4,26
3,19,19,2,2017,4,26
3,21,20,2,2017,4,26
3,27,21,2,2017,4,26
3,26,22,2,2017,4,26
3,19,23,2,2017,4,26
3,17,0,3,2017,4,27
3,13,1,3,2017,4,27
3,11,2,3,2017,4,27
3,8,3,3,2017,4,27
3,6,4,3,2017,4,27
3,8,5,3,2017,4,27
3,9,6,3,2017,4,27
3,8,7,3,2017,4,27
3,12,8,3,2017,4,27
3,15,9,3,2017,4,27
3,23,10,3,2017,4,27
3,21,11,3,2017,4,27
3,25,12,3,2017,4,27
3,19,13,3,2017,4,27
3,19,14,3,2017,4,27
3,19,15,3,2017,4,27
3,18,16,3,2017,4,27
3,26,17,3,2017,4,27
3,31,18,3,2017,4,27
3,22,19,3,2017,4,27
3,27,20,3,2017,4,27
3,19,21,3,2017,4,27
3,18,22,3,2017,4,27
3,16,23,3,2017,4,27
3,16,0,4,2017,4,28
3,10,1,4,2017,4,28
3,9,2,4,2017,4,28
3,9,3,4,2017,4,28
3,10,4,4,2017,4,28
